10000 20000
1301 3966 86664732 
1301 9051 35734223 
1301 2181 24340240 
1302 5415 94236285 
1303 2980 9822776 
1303 3609 4585967 
1304 1812 6422572 
1304 4344 37261358 
1304 4693 1513130 
1306 9906 6740230 
1306 7217 52065100 
1306 2607 51197368 
1306 3272 52889149 
1306 6823 88656303 
1306 1565 64490736 
1307 1383 39281100 
1307 1958 14945654 
1307 6781 24883662 
1308 6046 40427283 
1308 6638 37394009 
1309 6083 4553730 
1309 8584 48647713 
1310 4954 16221365 
1310 5513 91956887 
1310 5997 95931985 
1310 8619 23335368 
1310 6115 48738431 
1310 1408 67943657 
1310 3215 11047236 
1311 5571 89538050 
1311 7887 3207806 
1311 2443 42768491 
1311 3627 91794018 
1311 5448 17479202 
1312 9928 57697413 
1312 3452 73307951 
1314 9771 95787387 
1314 1887 10166857 
1314 5547 63781182 
1314 5933 11685873 
1315 9107 54197168 
1315 6352 24731805 
1315 9755 66175111 
1315 3659 65872690 
1316 2024 17696713 
1316 4568 28315417 
1316 2317 57300556 
1317 4628 76850518 
1317 8203 92873719 
1317 2741 3531621 
1317 8668 63699419 
1318 3613 46227756 
1318 2110 30310818 
1318 7376 44881592 
1318 3792 50036572 
1320 6349 33565928 
1320 5725 96352586 
1320 1791 57904725 
1321 6933 43121191 
1321 6585 39846933 
1321 7076 25231338 
1322 4867 72984016 
1322 6857 13103941 
1322 8960 33696561 
1322 3446 70238807 
1323 6956 77227909 
1323 9525 16085758 
1324 5696 71630211 
1324 7479 39029306 
1324 7623 76285398 
1325 2141 33694380 
1325 7192 82197194 
1326 8328 25169743 
1326 2165 38937643 
1326 9933 10626893 
1326 4395 29328063 
1327 7503 56891687 
1327 2596 83413105 
1328 8573 70633780 
1328 6935 91118031 
1328 7138 2319312 
1328 2420 39515973 
1328 5063 70644050 
1328 6063 59459796 
1329 4976 81255519 
1329 3628 43423325 
1329 2256 32826417 
1329 5225 58370032 
1330 5606 9611132 
1330 6079 36756898 
1330 7645 67610022 
1330 7503 80015242 
1331 7744 88646381 
1331 5567 45938775 
1331 4876 24313345 
1331 5232 42941622 
1332 9617 4901613 
1332 2114 47222056 
1333 1414 22307146 
1334 8994 70046361 
1334 8120 86835461 
1334 3342 22035251 
1334 8842 89455314 
1335 2142 93639042 
1335 5575 83415462 
1335 4820 93961071 
1335 2022 94404631 
1335 4296 51054674 
1336 1890 77147498 
1336 3281 76746351 
1336 2248 64113722 
1337 7536 65153166 
1337 5846 9031930 
1337 5016 71142624 
1338 2643 68042397 
1338 2553 95072546 
1338 6813 62094525 
1338 5093 86695689 
1338 2729 51651154 
1339 2917 20887341 
1339 4146 84984195 
1339 7863 30121456 
1339 8460 9201143 
1340 3818 34451161 
1340 9054 22528103 
1340 4070 42927096 
1340 4170 93756011 
1341 5563 74778692 
1342 3694 37461308 
1342 9562 90533213 
1342 4931 7103382 
1342 2453 6205049 
1342 9857 564245 
1342 2970 65913312 
1344 8307 68193292 
1344 7731 56989090 
1344 6333 66262638 
1345 2844 47793151 
1345 9247 53149561 
1345 2380 5819544 
1346 5766 44198305 
1346 9263 10752350 
1346 7479 87207430 
1346 1810 73219476 
1347 4093 29604006 
1347 9218 15253556 
1347 1950 46406534 
1348 4530 5461694 
1348 8135 64285083 
1348 6120 52389827 
1348 6655 92757515 
1348 9783 44550146 
1349 2883 12653915 
1349 6184 97019058 
1349 6987 93621364 
1349 2045 19498921 
1350 2345 76995721 
1350 2438 17179195 
1350 3586 28724347 
1350 4195 70458967 
1351 4924 82251838 
1351 3507 99408228 
1351 4253 76968233 
1351 6150 56413282 
1351 4934 26644566 
1351 9793 45409507 
1352 8724 64024924 
1352 3593 89653607 
1352 2959 75044374 
1352 4833 18950812 
1352 4716 20880802 
1353 2397 83363733 
1353 8825 76583544 
1353 6961 44021202 
1353 3757 891590 
1354 1876 57450698 
1354 4390 20632658 
1354 7183 8606213 
1354 5747 42367826 
1355 9127 84822149 
1355 7493 11728273 
1355 4566 87486349 
1355 4698 13194299 
1355 9573 96815782 
1355 6497 32128122 
1356 6768 78538670 
1356 1975 10293033 
1356 7998 66898741 
1357 8841 8317019 
1357 2774 83427174 
1357 1460 60078218 
1358 4867 14589084 
1359 9341 45646996 
1360 9492 57191294 
1360 9745 47799525 
1361 2350 14697552 
1361 9226 44981927 
1362 4693 72767052 
1362 8233 71879918 
1362 8180 86771960 
1362 6797 71602727 
1362 6019 38377972 
1363 4586 67701 
1363 1534 84074021 
1363 4537 22658571 
1363 3284 92001696 
1363 2033 66961184 
1363 9366 63075242 
1364 7866 98574125 
1365 7892 62559086 
1365 6839 41781284 
1365 8019 56622109 
1365 1573 44209465 
1366 1971 43684890 
1366 5388 69043503 
1367 6834 23827686 
1367 5841 7679571 
1367 5438 47482643 
1368 1554 31367729 
1368 5902 98209219 
1368 5186 7537754 
1369 5904 52000459 
1369 1918 37565292 
1369 4851 47951214 
1369 5510 10591429 
1369 8602 1980768 
1369 7536 37608229 
1370 3209 37610577 
1370 5124 67601651 
1371 7887 64965324 
1371 3961 50235345 
1371 2411 8715761 
1372 3567 17766026 
1372 6258 4322863 
1372 8164 95920424 
1373 9640 95534373 
1373 1666 28173666 
1373 5374 69318664 
1374 3883 59344025 
1374 7830 91303233 
1374 2148 97134865 
1374 8991 34583041 
1374 6432 75453688 
1374 7015 22097681 
1375 5071 65638471 
1375 1492 94051711 
1375 3334 49041703 
1375 8616 65765671 
1375 2121 61740330 
1375 2743 32983228 
1375 5411 50400468 
1376 8372 65934296 
1376 9966 80140435 
1377 1973 13109124 
1377 4600 10821517 
1377 5595 81393239 
1377 7702 11149121 
1377 6541 63886216 
1378 6218 34214800 
1378 9043 84260350 
1378 3463 79810229 
1378 4390 95109441 
1378 9375 65248978 
1378 2451 28385106 
1379 2205 31735710 
1380 7791 2659782 
1380 8117 47875967 
1380 4676 90105370 
1381 4530 31340765 
1381 3386 2077795 
1381 5615 48335659 
1381 7734 89068983 
1381 6789 23425851 
1381 3817 14227069 
1382 5381 54542625 
1382 6922 12891083 
1382 9011 35525899 
1382 2947 94746609 
1382 6485 77931640 
1383 6897 49281346 
1384 2082 4969597 
1384 9861 10996176 
1384 1998 10854200 
1385 9397 4684482 
1385 5810 15870051 
1386 7801 84902220 
1386 2493 61577282 
1386 8768 33471871 
1387 4037 59509286 
1387 4966 90200406 
1387 2761 32448643 
1387 8962 98583397 
1387 3224 70568563 
1387 3287 30245763 
1388 3931 97079581 
1389 3859 34297559 
1389 6501 34463442 
1390 3173 81547461 
1391 6131 3613749 
1391 8679 23141247 
1391 6028 71629487 
1392 2239 66321046 
1392 5708 27185916 
1392 5140 4918270 
1392 8567 77353103 
1392 4646 13561589 
1392 4273 82926599 
1393 7833 98876815 
1393 4616 52426765 
1393 5651 51519792 
1394 3344 43306310 
1394 9426 9088327 
1394 9487 52717702 
1395 6443 55942232 
1395 9272 5973850 
1396 6785 57975476 
1397 6080 53563403 
1397 4435 15887485 
1398 8893 78306901 
1398 3072 74899140 
1399 6263 81017551 
1400 8553 53665755 
1400 7850 19658930 
1400 6464 92232915 
1401 1721 13471844 
1401 7887 91488599 
1401 2672 4760455 
1402 9174 16200034 
1402 2213 88996716 
1403 9436 26255552 
1403 2989 11488704 
1404 3270 15148532 
1404 3087 23136704 
1404 7596 71838250 
1405 2635 22443978 
1405 7207 38862169 
1405 5484 14343025 
1406 3782 75811577 
1406 6507 37333127 
1406 5463 43589311 
1406 3392 26443380 
1406 4626 5497922 
1406 7411 93042714 
1407 3178 70778595 
1407 6936 37399296 
1408 2753 76736202 
1408 9672 27492449 
1408 3777 13823397 
1409 4281 86571528 
1409 4980 68487754 
1409 8175 85918893 
1410 1686 14761310 
1410 7610 54268375 
1410 3378 7510255 
1411 3007 90577338 
1411 3621 24493147 
1411 1415 84985299 
1411 2551 5739555 
1411 4452 648989 
1411 7372 53919446 
1411 2572 90881816 
1412 6504 68605375 
1412 4900 73986694 
1412 5774 86743241 
1413 3631 69066645 
1413 6537 18939155 
1413 5650 56281229 
1413 3731 4003152 
1414 5681 7470034 
1414 5835 65677259 
1414 4310 2103714 
1414 7530 30806218 
1414 7622 20439394 
1415 6474 20998379 
1415 1702 96985032 
1416 9461 84711353 
1416 3334 347278 
1416 9602 19299138 
1416 4740 104566 
1416 9246 28500482 
1417 3489 69593505 
1418 3438 92862660 
1418 3962 49590763 
1418 6878 5285722 
1418 7885 41522326 
1419 3048 27164305 
1419 2921 25424713 
1419 3371 20778960 
1419 4617 5923366 
1419 3001 85900840 
1419 7959 64801345 
1419 2508 93253608 
1420 9649 7336755 
1421 2851 30740920 
1421 9255 28325839 
1421 5620 42915053 
1421 5665 14911140 
1423 8041 12785992 
1425 4249 40666715 
1425 4521 6593258 
1425 3150 301902 
1425 2635 68584349 
1425 4609 62574963 
1425 4105 95783795 
1426 2612 58506050 
1426 2153 10252548 
1427 3478 49043364 
1427 3010 6695253 
1427 6253 19137482 
1427 7167 21336269 
1427 8363 55646476 
1427 8443 86427892 
1427 5898 81204469 
1428 3514 5339782 
1428 4911 27706200 
1428 1518 16239420 
1429 7715 48850099 
1429 1667 74564623 
1430 8919 60894375 
1430 8683 19672373 
1430 7295 24469414 
1431 1758 10274495 
1431 9723 2302769 
1431 8717 96080621 
1432 2216 4907014 
1433 8199 1363490 
1433 2584 2023698 
1433 1598 9507151 
1433 7241 40755335 
1433 2178 76633408 
1434 6362 91908330 
1434 8442 99810191 
1434 7783 57827682 
1434 8280 67968801 
1434 7990 98209670 
1434 9185 84335300 
1435 8979 26353192 
1435 2572 58688502 
1436 4902 49045223 
1436 6605 55566699 
1436 2648 40182628 
1436 3685 39237161 
1436 4800 58191836 
1436 3063 23364329 
1437 6555 14860612 
1438 1996 86418599 
1438 9237 81116279 
1439 2012 62372190 
1439 3182 2741262 
1439 6545 40245414 
1440 1765 55145306 
1440 4358 93146816 
1441 4823 28094837 
1441 4847 3947053 
1441 7234 79071719 
1442 7146 30810870 
1442 3244 11266847 
1442 8908 23500961 
1444 6924 53064920 
1444 9471 37017172 
1445 3992 8589846 
1445 1609 75183364 
1445 1897 65454136 
1446 5117 2261718 
1447 4546 32657420 
1447 2234 27129705 
1447 4180 44277213 
1447 7481 1395173 
1448 4674 63597489 
1448 8878 69746925 
1448 2871 88900861 
1448 7505 10329470 
1449 2505 57474918 
1449 5791 42971812 
1450 7275 73506779 
1450 5925 7799851 
1451 5332 33532167 
1451 6010 14752419 
1451 8881 38238523 
1451 5681 23884466 
1451 3528 33145027 
1451 1530 44329815 
1451 1595 31874304 
1451 5651 78359118 
1452 9795 22018447 
1452 8679 36739363 
1452 5555 53334717 
1452 7819 84905755 
1453 8758 25863870 
1453 8118 50904990 
1453 9420 66129922 
1454 4822 74765165 
1454 7750 90384372 
1454 6672 45138707 
1454 1879 80004677 
1454 5261 4394997 
1454 9977 94740232 
1454 8197 63652683 
1455 7162 92066966 
1455 6888 35741374 
1456 3055 80333280 
1456 6795 9590334 
1457 6356 37031484 
1457 8776 85121216 
1457 9789 15886521 
1457 1982 44189794 
1457 3310 21305550 
1458 5472 67905524 
1458 7381 29213832 
1459 6522 70699502 
1459 4026 72375700 
1459 4056 15973905 
1460 3516 87585605 
1460 3860 57190866 
1461 6258 26529004 
1461 8427 73189734 
1461 2540 30903828 
1461 1554 49778573 
1462 3073 12591844 
1462 7626 32218982 
1462 8566 53793026 
1463 7253 10418170 
1463 2004 70502896 
1463 5917 4470626 
1463 1720 41803737 
1464 1950 13059745 
1464 4928 46555307 
1464 4144 27303597 
1464 1643 33771213 
1464 2801 72517927 
1464 8940 63360221 
1464 5607 26053010 
1465 5938 81218476 
1465 9944 43357172 
1465 5359 48169130 
1465 5424 72172369 
1465 6892 58550546 
1465 2447 94675935 
1466 8380 19950745 
1466 3930 22991445 
1466 7635 39989338 
1466 6954 20099171 
1466 2122 51435030 
1466 5922 38868124 
1467 8473 16798960 
1467 8630 56577762 
1467 5520 93532229 
1468 8096 31919237 
1468 9027 6859441 
1468 7285 40363640 
1469 7536 83131259 
1469 3134 5225208 
1469 9134 60001171 
1470 6460 77336345 
1470 5682 16030199 
1470 6750 65728782 
1470 9420 65904955 
1471 9953 72984895 
1472 7984 65459841 
1472 6149 50865212 
1472 7916 50990846 
1472 2939 66628801 
1473 7337 89630870 
1473 7025 91387201 
1473 7212 82863695 
1473 4786 13877780 
1473 3067 77153155 
1473 5576 74266858 
1474 2511 18864026 
1474 7530 17207933 
1474 3356 52852353 
1475 7136 92920506 
1475 7869 30432351 
1475 2039 46016165 
1475 8086 45355606 
1475 7399 30356262 
1475 2267 69436223 
1476 5774 14194386 
1476 9151 66408120 
1476 6059 32234659 
1476 3501 24960863 
1476 3109 42792145 
1477 1767 19518893 
1477 3760 59173677 
1477 7828 42430263 
1477 7903 61443647 
1477 8380 33398011 
1478 7338 5183925 
1478 5968 34972724 
1479 9545 81106481 
1479 3317 83019441 
1479 4741 46555669 
1479 4502 71929758 
1479 4611 8646949 
1480 2070 56398373 
1480 6438 25987118 
1481 8568 28219834 
1481 2791 36011079 
1481 9669 32345100 
1481 5779 27267650 
1481 6355 78045845 
1481 3129 76929845 
1482 6465 96899691 
1483 3177 36349453 
1483 9649 13617682 
1483 4246 38902330 
1484 9943 87928479 
1484 5252 79571654 
1484 6327 88699532 
1485 1498 48492627 
1486 6611 75127753 
1486 7692 27797425 
1486 6849 15647555 
1487 8808 6832805 
1487 5930 37896732 
1487 8529 94319016 
1487 4911 35109795 
1487 4779 26680305 
1487 6889 59065280 
1487 4834 14298183 
1487 2188 27797944 
1487 9241 31641070 
1488 1817 51916693 
1488 5548 19191659 
1488 5109 55845823 
1488 6455 76462538 
1489 7825 5016125 
1489 2332 11236492 
1490 4752 43612088 
1491 6730 23339071 
1492 2938 63320995 
1492 3972 93641534 
1492 3142 15319562 
1492 4069 35186649 
1492 6530 8145800 
1493 6967 20781700 
1493 2089 74809194 
1493 5244 42617781 
1494 4827 75177181 
1494 7200 46645251 
1495 6479 88737217 
1496 7364 59375090 
1496 7278 20596304 
1496 6935 18721022 
1497 2936 77593635 
1497 7454 95141792 
1497 7517 79398180 
1497 7574 86391397 
1497 5004 21161998 
1497 8208 31243666 
1497 1953 43139121 
1497 4621 98664930 
1498 3653 93303837 
1498 3967 10451431 
1498 8004 93233764 
1499 2785 19516043 
1499 9949 42853047 
1500 3131 47085233 
1500 9309 99272489 
1500 6710 34209472 
1500 6182 56861294 
1501 3824 77818220 
1501 6317 40151374 
1501 9607 46066121 
1502 6564 21010137 
1503 4163 8723469 
1503 8397 15148432 
1503 7158 54307772 
1503 8959 27565126 
1503 2617 84579137 
1504 5090 71683203 
1504 5033 97923297 
1504 9598 34977149 
1504 2354 47790083 
1504 3567 84395834 
1504 9921 60553659 
1504 2839 81956217 
1504 9771 9141234 
1505 1565 35719384 
1505 5196 85659984 
1505 6627 59415058 
1506 6469 78779048 
1506 6748 21018652 
1506 5695 14034657 
1506 7362 20821697 
1506 3764 4888866 
1507 3007 23246033 
1507 8073 61148825 
1507 5321 92635056 
1507 1946 60547787 
1508 7300 46987726 
1509 8774 93070977 
1509 3966 9494119 
1509 5704 31753803 
1510 2740 71469162 
1510 5533 561727 
1510 2214 98071314 
1510 7540 57651551 
1511 4614 98445072 
1511 9423 11501885 
1511 1647 91052927 
1511 2578 22967710 
1512 4459 54152058 
1512 4526 40801519 
1512 6431 67961219 
1512 8276 85616536 
1512 4856 86076444 
1513 2310 33926674 
1513 9568 3047449 
1514 8947 64737654 
1515 7895 50508022 
1516 8908 60378803 
1516 2853 97651092 
1516 8370 23243783 
1516 4524 13282367 
1517 3044 4494228 
1517 7299 83699052 
1518 7958 50110241 
1518 4747 6361803 
1519 9434 28745332 
1519 5765 38778650 
1519 6348 78062920 
1519 8833 13350072 
1519 7566 97485561 
1520 6934 2224879 
1521 3723 73477849 
1521 2464 68146564 
1521 9109 52763799 
1521 4432 51889016 
1521 4696 43597521 
1521 4089 93987692 
1522 9484 9456680 
1522 9978 41033797 
1522 7850 39616647 
1523 8302 19676932 
1523 8297 67201706 
1523 5321 31057487 
1524 3801 28380867 
1524 5180 38257435 
1524 7660 69212874 
1524 4100 33448364 
1524 1911 79689013 
1524 5052 10295322 
1525 6413 46036609 
1525 3424 91199504 
1525 5225 4752562 
1526 5182 56306550 
1526 4564 94400912 
1526 5885 9599461 
1527 2754 84959133 
1527 6444 80154005 
1527 7759 81828721 
1527 6233 15356594 
1528 9728 36485368 
1528 5763 39798506 
1529 8833 70466781 
1529 8172 25578825 
1529 9765 39050558 
1529 8773 90011565 
1530 8267 36808006 
1530 7854 63739087 
1530 7170 6579431 
1530 8118 91677156 
1531 6594 9483592 
1531 2590 39767831 
1532 4697 72528285 
1532 4085 41366841 
1533 3458 12503410 
1533 4162 65238747 
1534 7966 53098587 
1534 2290 71849586 
1534 5410 33405414 
1534 6060 40756388 
1535 7635 70004325 
1535 6549 34931316 
1535 2616 86411887 
1536 6087 7602677 
1537 4502 11521285 
1537 4973 62599383 
1537 6513 62749833 
1537 4402 3611175 
1538 8116 64075132 
1538 4835 70245174 
1538 6791 1794435 
1538 6852 47977429 
1538 5723 35713635 
1539 3907 33110620 
1539 7804 50621548 
1540 8963 41739645 
1540 7365 18361782 
1542 1649 29314183 
1542 8697 65646058 
1542 6751 84593665 
1542 9096 78713394 
1543 9727 63745956 
1543 4840 38557345 
1543 8630 37651247 
1543 4204 77083773 
1544 6650 38945701 
1544 4545 26049563 
1544 3750 63627118 
1545 6855 43690914 
1545 8093 86799140 
1545 9004 18514678 
1546 5812 73929949 
1546 5906 90448916 
1546 5659 12819557 
1546 3207 2783350 
1546 1883 74831974 
1546 8041 23808473 
1546 9543 76698106 
1547 9795 34610357 
1547 7453 61395231 
1547 2088 63510446 
1549 3895 87747910 
1549 2609 4521006 
1549 1858 48602776 
1549 5014 67113559 
1549 9438 87119320 
1549 5271 47234722 
1549 3679 72255353 
1549 8973 16559692 
1550 3587 56202900 
1551 5963 20738233 
1551 5095 91985220 
1551 9051 5560550 
1551 2752 49100911 
1551 1736 68925809 
1552 7981 3695750 
1552 4882 19144121 
1552 2444 92578320 
1552 4527 97483569 
1553 3248 67551007 
1553 1744 45855491 
1553 7011 72073394 
1553 1734 63647453 
1553 7110 39128013 
1554 5765 25212761 
1555 9515 82449152 
1555 3292 50163822 
1556 1944 41844040 
1556 5113 68606303 
1557 5781 57503589 
1557 5983 86060236 
1558 3693 19649370 
1558 9580 76035941 
1558 7516 5544145 
1558 5443 42549680 
1559 8564 4034852 
1559 6653 26748882 
1559 5176 67526784 
1559 4749 89868780 
1559 3723 88799679 
1559 5447 97214144 
1559 9364 51462928 
1559 6120 88567313 
1559 1980 23059637 
1560 3007 10260980 
1560 7850 55994875 
1560 4484 86716408 
1561 8020 62404640 
1561 9792 284418 
1561 1915 79843783 
1561 6333 2785336 
1561 9764 3233671 
1561 2191 64085095 
1562 2498 65112424 
1562 9275 81546154 
1562 2833 60954121 
1563 6279 4484725 
1563 4713 41765111 
1564 9770 85394531 
1564 7210 33345781 
1564 7606 80547182 
1564 7178 78095959 
1565 9206 32364985 
1565 5000 85533890 
1566 2880 73637113 
1566 7507 19150607 
1567 8375 45414734 
1567 5105 49569129 
1567 2981 68300728 
1568 2201 50992599 
1568 1987 96075113 
1568 2380 53887243 
1568 4533 45292556 
1568 6388 18166659 
1569 6177 49077248 
1569 4947 50015045 
1570 2863 26358037 
1570 2412 6998310 
1570 6049 35357661 
1570 9841 39132249 
1571 7626 90267527 
1571 6574 76686475 
1571 7267 17388367 
1571 1864 46762044 
1571 7600 61485904 
1571 5241 56977035 
1573 3613 94065415 
1573 8757 67608119 
1573 9013 5996751 
1573 8167 1795466 
1573 3681 86390503 
1573 2260 72073007 
1573 4921 34621497 
1573 1700 31340002 
1574 1802 71619787 
1574 9568 97360690 
1575 2250 49541288 
1575 1795 18855175 
1576 5120 23548413 
1576 4312 79697018 
1577 1736 45470927 
1577 7223 87301450 
1578 2261 42319132 
1578 9416 49185461 
1578 6987 60772136 
1579 5338 16940677 
1579 4483 46230550 
1579 7978 4164208 
1580 8975 76969574 
1580 1944 22764261 
1580 3366 2932531 
1580 2035 13707560 
1581 5173 13891334 
1581 3585 98615895 
1581 2404 60178114 
1582 8125 93765233 
1583 4287 88658202 
1583 1614 90062638 
1583 5619 5606018 
1584 4983 91972196 
1584 4224 6053847 
1584 5299 13599200 
1585 4710 1369949 
1585 6035 94052226 
1585 9799 63106256 
1585 6831 59757134 
1585 2758 4610482 
1586 7671 52696733 
1586 3676 23437739 
1586 1905 8125335 
1586 9909 19380893 
1587 6503 66683577 
1587 7809 71334344 
1588 3345 80655760 
1588 4650 66469373 
1588 1964 22672493 
1589 6669 1582125 
1589 2294 98318024 
1589 9356 50920502 
1589 6174 75678766 
1589 8829 45563003 
1590 7607 26972542 
1590 6338 62889273 
1590 8783 91213848 
1591 6775 12233313 
1591 3740 44635393 
1591 8792 45656117 
1591 9108 20233407 
1591 9421 83235842 
1591 9276 4501214 
1592 3116 17631827 
1592 7512 3323868 
1592 4452 92641417 
1593 8785 56271852 
1593 3334 83597704 
1593 5745 43884698 
1593 2960 43427652 
1593 8622 52569103 
1593 2767 41264252 
1593 3290 52220956 
1594 8350 72688220 
1594 1775 8565234 
1594 8018 3411401 
1594 1882 44205664 
1595 2032 38895478 
